chr	start	end	index	arm	eigenvector	compartment
chr18	28800000	29000000	145	2	-0.010511653	2
chr18	29000000	29200000	146	2	-0.011660636	2
chr18	29200000	29400000	147	2	-0.007940749	2
chr18	29400000	29600000	148	2	0.041264178	1
chr18	29600000	29800000	149	2	-0.028050179	2
chr18	29800000	30000000	150	2	-0.00716858	2
chr18	30000000	30200000	151	2	-0.045515576	2
chr18	30200000	30400000	152	2	-0.08363547	2
chr18	30400000	30600000	153	2	-0.071592802	2
chr18	30600000	30800000	154	2	-0.065007902	2
chr18	30800000	31000000	155	2	-0.073104851	2
chr18	31000000	31200000	156	2	-0.060864676	2
chr18	31200000	31400000	157	2	-0.076472583	2
chr18	31400000	31600000	158	2	-0.077184197	2
chr18	31600000	31800000	159	2	-0.048373667	2
chr18	31800000	32000000	160	2	-0.057545573	2
chr18	32000000	32200000	161	2	-0.048651713	2
chr18	32200000	32400000	162	2	0.026599052	1
chr18	32400000	32600000	163	2	0.035791864	1
chr18	32600000	32800000	164	2	0.06530958	1
chr18	32800000	33000000	165	2	0.073959708	1
chr18	33000000	33200000	166	2	0.071373685	1
chr18	33200000	33400000	167	2	0.061917595	1
chr18	33400000	33600000	168	2	0.036122087	1
chr18	33600000	33800000	169	2	0.081709441	1
chr18	33800000	34000000	170	2	0.070875769	1
chr18	34000000	34200000	171	2	0.079810877	1
chr18	34200000	34400000	172	2	0.071166494	1
chr18	34400000	34600000	173	2	-0.000720658	2
chr18	34600000	34800000	174	2	-0.030682789	2
chr18	34800000	35000000	175	2	-0.038762983	2
chr18	35000000	35200000	176	2	-0.051210608	2
chr18	35200000	35400000	177	2	-0.07522335	2
chr18	35400000	35600000	178	2	-0.073462018	2
chr18	35600000	35800000	179	2	-0.062027896	2
chr18	35800000	36000000	180	2	-0.067412905	2
chr18	36000000	36200000	181	2	-0.070655039	2
chr18	36200000	36400000	182	2	-0.067990025	2
chr18	36400000	36600000	183	2	-0.071823869	2
chr18	36600000	36800000	184	2	-0.06020262	2
chr18	36800000	37000000	185	2	-0.058625356	2
chr18	37000000	37200000	186	2	-0.041190573	2
chr18	37200000	37400000	187	2	-0.026099527	2
chr18	37400000	37600000	188	2	-0.043612987	2
chr18	37600000	37800000	189	2	-0.024587625	2
chr18	37800000	38000000	190	2	-0.011186111	2
chr18	38000000	38200000	191	2	0.051817075	1
chr18	38200000	38400000	192	2	0.045297135	1
chr18	38400000	38600000	193	2	0.050279741	1
chr18	38600000	38800000	194	2	0.047059179	1
chr18	38800000	39000000	195	2	0.015146129	1
chr18	39000000	39200000	196	2	-0.043481522	2
chr18	39200000	39400000	197	2	-0.030345022	2
chr18	39400000	39600000	198	2	0.016493555	1
chr18	39600000	39800000	199	2	-0.040197379	2
chr18	39800000	40000000	200	2	-0.0746407	2
chr18	40000000	40200000	201	2	-0.081400581	2
chr18	40200000	40400000	202	2	-0.082580042	2
chr18	40400000	40600000	203	2	-0.073349187	2
chr18	40600000	40800000	204	2	-0.075162666	2
chr18	40800000	41000000	205	2	-0.078482335	2
chr18	41000000	41200000	206	2	-0.073137871	2
chr18	41200000	41400000	207	2	-0.022477255	2
chr18	41400000	41600000	208	2	-0.017298497	2
chr18	41600000	41800000	209	2	-0.024727739	2
chr18	41800000	42000000	210	2	-0.027796868	2
chr18	42000000	42200000	211	2	-0.025965848	2
chr18	42200000	42400000	212	2	0.010871347	1
chr18	42400000	42600000	213	2	-0.01500079	2
chr18	42600000	42800000	214	2	-0.01537915	2
chr18	42800000	43000000	215	2	-0.042494416	2
chr18	43000000	43200000	216	2	-0.043534254	2
chr18	43200000	43400000	217	2	0.07087747	1
chr18	43400000	43600000	218	2	0.078654045	1
chr18	43600000	43800000	219	2	0.050089112	1
chr18	43800000	44000000	220	2	0.005356472	1
chr18	44000000	44200000	221	2	-0.046765244	2
chr18	44200000	44400000	222	2	-0.034589482	2
chr18	44400000	44600000	223	2	-0.016976523	2
chr18	44600000	44800000	224	2	-0.044346749	2
chr18	44800000	45000000	225	2	-0.070413347	2
chr18	45000000	45200000	226	2	-0.065376457	2
chr18	45200000	45400000	227	2	-0.033201091	2
chr18	45400000	45600000	228	2	0.02273642	1
chr18	45600000	45800000	229	2	-0.034560942	2
chr18	45800000	46000000	230	2	8.62E-05	1
chr18	46000000	46200000	231	2	0.08928072	1
chr18	46200000	46400000	232	2	0.077213446	1
chr18	46400000	46600000	233	2	0.090111535	1
chr18	46600000	46800000	234	2	0.081608834	1
chr18	46800000	47000000	235	2	0.089358967	1
chr18	47000000	47200000	236	2	0.060271636	1
chr18	47200000	47400000	237	2	0.068400921	1
chr18	47400000	47600000	238	2	-0.045369835	2
chr18	47600000	47800000	239	2	-0.048426479	2
chr18	47800000	48000000	240	2	-0.060450641	2
chr18	48000000	48200000	241	2	-0.070055295	2
chr18	48200000	48400000	242	2	-0.041318214	2
chr18	48400000	48600000	243	2	0.046072256	1
chr18	48600000	48800000	244	2	-0.009415153	2
chr18	48800000	49000000	245	2	-0.057094086	2
chr18	49000000	49200000	246	2	-0.075471647	2
chr18	49200000	49400000	247	2	-0.084833856	2
chr18	49400000	49600000	248	2	-0.078958287	2
chr18	49600000	49800000	249	2	-0.069287251	2
chr18	49800000	50000000	250	2	-0.073875667	2
chr18	50000000	50200000	251	2	-0.068688827	2
chr18	50200000	50400000	252	2	-0.083101432	2
chr18	50400000	50600000	253	2	-0.085151626	2
chr18	50600000	50800000	254	2	-0.077405737	2
chr18	50800000	51000000	255	2	-0.081179555	2
chr18	51000000	51200000	256	2	-0.083126279	2
chr18	51200000	51400000	257	2	-0.075294675	2
chr18	51400000	51600000	258	2	-0.074282083	2
chr18	51600000	51800000	259	2	0.010657342	1
chr18	51800000	52000000	260	2	-0.010426937	2
chr18	52000000	52200000	261	2	0	0
chr18	52200000	52400000	262	2	-0.028855117	2
chr18	52400000	52600000	263	2	0.071125708	1
chr18	52600000	52800000	264	2	0.072017826	1
chr18	52800000	53000000	265	2	0.079540428	1
chr18	53000000	53200000	266	2	0.086199441	1
chr18	53200000	53400000	267	2	0.082950967	1
chr18	53400000	53600000	268	2	0.082681235	1
chr18	53600000	53800000	269	2	0.069600862	1
chr18	53800000	54000000	270	2	0.076668216	1
chr18	54000000	54200000	271	2	0.05406656	1
chr18	54200000	54400000	272	2	0.057166968	1
chr18	54400000	54600000	273	2	-0.002798806	2
chr18	54600000	54800000	274	2	-0.056793606	2
chr18	54800000	55000000	275	2	-0.076224562	2
chr18	55000000	55200000	276	2	-0.067450441	2
chr18	55200000	55400000	277	2	0.068187275	1
chr18	55400000	55600000	278	2	0.096712499	1
chr18	55600000	55800000	279	2	0.089112972	1
chr18	55800000	56000000	280	2	0.096070753	1
chr18	56000000	56200000	281	2	0.090873854	1
chr18	56200000	56400000	282	2	0.089581568	1
chr18	56400000	56600000	283	2	0.082042377	1
chr18	56600000	56800000	284	2	0.083430119	1
chr18	56800000	57000000	285	2	0.039940831	1
chr18	57000000	57200000	286	2	0.042794075	1
chr18	57200000	57400000	287	2	0.074747591	1
chr18	57400000	57600000	288	2	0.077522069	1
chr18	57600000	57800000	289	2	0.002798309	1
chr18	57800000	58000000	290	2	-0.016246896	2
chr18	58000000	58200000	291	2	0.0053466	1
chr18	58200000	58400000	292	2	-0.044040582	2
chr18	58400000	58600000	293	2	-0.067861829	2
chr18	58600000	58800000	294	2	-0.06179819	2
chr18	58800000	59000000	295	2	-0.04447119	2
chr18	59000000	59200000	296	2	-0.045862019	2
chr18	59200000	59400000	297	2	0.061746971	1
chr18	59400000	59600000	298	2	0.065036596	1
chr18	59600000	59800000	299	2	0.070348676	1
chr18	59800000	60000000	300	2	0.059498779	1
chr18	60000000	60200000	301	2	0.032361329	1
chr18	60200000	60400000	302	2	0.030289808	1
chr18	60400000	60600000	303	2	0.066646415	1
chr18	60600000	60800000	304	2	0.034693798	1
chr18	60800000	61000000	305	2	0.033941271	1
chr18	61000000	61200000	306	2	0.077123586	1
chr18	61200000	61400000	307	2	0.079248989	1
chr18	61400000	61600000	308	2	0.088728294	1
chr18	61600000	61800000	309	2	-0.019825671	2
chr18	61800000	62000000	310	2	-0.084484467	2
chr18	62000000	62200000	311	2	-0.080788436	2
chr18	62200000	62400000	312	2	-0.079972296	2
chr18	62400000	62600000	313	2	-0.076330041	2
chr18	62600000	62800000	314	2	-0.0710382	2
chr18	62800000	63000000	315	2	-0.065455522	2
chr18	63000000	63200000	316	2	-0.064750107	2
chr18	63200000	63400000	317	2	-0.070483436	2
chr18	63400000	63600000	318	2	-0.076240718	2
chr18	63600000	63800000	319	2	-0.069265902	2
chr18	63800000	64000000	320	2	-0.068230787	2
chr18	64000000	64200000	321	2	-0.067653103	2
chr18	64200000	64400000	322	2	-0.067651384	2
chr18	64400000	64600000	323	2	-0.074524341	2
chr18	64600000	64800000	324	2	-0.058352551	2
chr18	64800000	65000000	325	2	0.024882148	1
chr18	65000000	65200000	326	2	0.073586441	1
chr18	65200000	65400000	327	2	0.074266966	1
chr18	65400000	65600000	328	2	0.067023839	1
chr18	65600000	65800000	329	2	0.069759709	1
chr18	65800000	66000000	330	2	0.073604537	1
chr18	66000000	66200000	331	2	0.073499361	1
chr18	66200000	66400000	332	2	0.053728655	1
chr18	66400000	66600000	333	2	0.003546514	1
chr18	66600000	66800000	334	2	-0.041928927	2
chr18	66800000	67000000	335	2	-0.025673674	2
chr18	67000000	67200000	336	2	-0.03503896	2
chr18	67200000	67400000	337	2	-0.014209437	2
chr18	67400000	67600000	338	2	0.024234592	1
chr18	67600000	67800000	339	2	0.014507981	1
chr18	67800000	68000000	340	2	0.062031851	1
chr18	68000000	68200000	341	2	0.053709576	1
chr18	68200000	68400000	342	2	-0.065108795	2
chr18	68400000	68600000	343	2	-0.080167848	2
chr18	68600000	68800000	344	2	-0.064664912	2
chr18	68800000	69000000	345	2	-0.064771846	2
chr18	69000000	69200000	346	2	-0.064301442	2
chr18	69200000	69400000	347	2	-0.043975512	2
chr18	69400000	69600000	348	2	-0.050128783	2
chr18	69600000	69800000	349	2	-0.054940682	2
chr18	69800000	70000000	350	2	-0.070442257	2
chr18	70000000	70200000	351	2	-0.055511204	2
chr18	70200000	70400000	352	2	-0.070311378	2
chr18	70400000	70600000	353	2	-0.041819192	2
chr18	70600000	70800000	354	2	-0.006246211	2
chr18	70800000	71000000	355	2	0.058027999	1
chr18	71000000	71200000	356	2	0.039275072	1
chr18	71200000	71400000	357	2	0.071904978	1
chr18	71400000	71600000	358	2	0.056769403	1
chr18	71600000	71800000	359	2	0.010221557	1
chr18	71800000	72000000	360	2	0.014282202	1
chr18	72000000	72200000	361	2	-0.035227162	2
chr18	72200000	72400000	362	2	0.003205879	1
chr18	72400000	72600000	363	2	0.054394125	1
chr18	72600000	72800000	364	2	0.044035168	1
chr18	72800000	73000000	365	2	-0.002018867	2
chr18	73000000	73200000	366	2	-0.024086924	2
chr18	73200000	73400000	367	2	-0.026691154	2
chr18	73400000	73600000	368	2	-0.056339922	2
chr18	73600000	73800000	369	2	-0.063530932	2
chr18	73800000	74000000	370	2	-0.058752739	2
chr18	74000000	74200000	371	2	0.026447863	1
chr18	74200000	74400000	372	2	0.048592629	1
chr18	74400000	74600000	373	2	-0.001881088	2
chr18	74600000	74800000	374	2	0.016436841	1
chr18	74800000	75000000	375	2	0.010130839	1
chr18	75000000	75200000	376	2	-0.057475235	2
chr18	75200000	75400000	377	2	-0.069761258	2
chr18	75400000	75600000	378	2	-0.071750601	2
chr18	75600000	75800000	379	2	-0.064760097	2
chr18	75800000	76000000	380	2	-0.07383489	2
chr18	76000000	76200000	381	2	-0.066876167	2
chr18	76200000	76400000	382	2	-0.055690426	2
chr18	76400000	76600000	383	2	-0.053382166	2
chr18	76600000	76800000	384	2	-0.043478607	2
chr18	76800000	77000000	385	2	0.001055928	1
chr18	77000000	77200000	386	2	-0.004818766	2
chr18	77200000	77400000	387	2	0.036253345	1
chr18	77400000	77600000	388	2	0.040847189	1
chr18	77600000	77800000	389	2	0.047815919	1
chr18	77800000	78000000	390	2	0.03429654	1
chr18	78000000	78077248	391	2	0	0
